prioridade,tempo,nome
286207,742,steak-and-ale-pie-1042
148647,537,bubble-and-squeak-1043
74376,14,cottage-pie-1044
256994,327,pizza-margherita-1045
231314,906,risotto-1046
38677,105,lasagna-1047
123569,440,carbonara-1048
71716,268,feijoada-1049
241368,139,moqueca-1050
143997,914,acaraje-1051
202747,77,pao-de-queijo-1052
267726,872,sushi-1053
298119,93,tempura-1054
180036,598,ramen-1055
204224,116,okonomiyaki-1056
45757,422,fish-and-chips-1057
73325,877,steak-and-ale-pie-1058
187901,791,bubble-and-squeak-1059
223047,258,cottage-pie-1060
52853,67,pizza-margherita-1061
201643,929,risotto-1062
73009,119,lasagna-1063
280085,3,carbonara-1064
132495,104,feijoada-1065
116220,325,moqueca-1066
26208,711,acaraje-1067
265138,140,pao-de-queijo-1068
215208,360,sushi-1069
255440,956,tempura-1070
100231,287,ramen-1071
65350,108,okonomiyaki-1072
214895,314,fish-and-chips-1073
157992,693,steak-and-ale-pie-1074
152362,403,bubble-and-squeak-1075
274139,537,cottage-pie-1076
259032,766,pizza-margherita-1077
155932,225,risotto-1078
223017,328,lasagna-1079
89890,135,carbonara-1080
8328,162,feijoada-1081
66990,151,moqueca-1082
272247,986,acaraje-1083
139863,608,pao-de-queijo-1084
69076,914,sushi-1085
294865,129,tempura-1086
75578,86,ramen-1087
131810,256,okonomiyaki-1088
72116,507,fish-and-chips-1089
186390,19,steak-and-ale-pie-1090
47288,548,bubble-and-squeak-1091
283353,883,cottage-pie-1092
103608,50,pizza-margherita-1093
104900,336,risotto-1094
45227,875,lasagna-1095
73274,96,carbonara-1096
49327,741,feijoada-1097
163408,87,moqueca-1098
271295,673,acaraje-1099
70202,857,pao-de-queijo-1100
252546,867,sushi-1101
101312,887,tempura-1102
128896,384,ramen-1103
132010,973,okonomiyaki-1104
208996,67,fish-and-chips-1105
266127,306,steak-and-ale-pie-1106
179944,472,bubble-and-squeak-1107
176864,406,cottage-pie-1108
124176,372,pizza-margherita-1109
11110,186,risotto-1110
277859,736,lasagna-1111
178029,99,carbonara-1112
235578,814,feijoada-1113
72878,415,moqueca-1114
98736,825,acaraje-1115
230000,162,pao-de-queijo-1116
225057,573,sushi-1117
8517,652,tempura-1118
53375,635,ramen-1119
236354,402,okonomiyaki-1120
277754,282,fish-and-chips-1121
189662,752,steak-and-ale-pie-1122
86386,773,bubble-and-squeak-1123
140555,285,cottage-pie-1124
260535,900,pizza-margherita-1125
149821,980,risotto-1126
204003,468,lasagna-1127
52378,832,carbonara-1128
169544,884,feijoada-1129
3730,879,moqueca-1130
133301,552,acaraje-1131
107473,21,pao-de-queijo-1132
246185,209,sushi-1133
133666,192,tempura-1134
275368,674,ramen-1135
107520,483,okonomiyaki-1136
113034,561,fish-and-chips-1137
71062,751,steak-and-ale-pie-1138
121003,626,bubble-and-squeak-1139
199700,219,cottage-pie-1140
266924,437,pizza-margherita-1141
253123,887,risotto-1142
12184,770,lasagna-1143
132144,238,carbonara-1144
277707,570,feijoada-1145
202733,856,moqueca-1146
92881,443,acaraje-1147
101681,140,pao-de-queijo-1148
220956,737,sushi-1149
172762,991,tempura-1150
262708,251,ramen-1151
223886,199,okonomiyaki-1152
167883,340,fish-and-chips-1153
165703,329,steak-and-ale-pie-1154
179627,215,bubble-and-squeak-1155
7456,409,cottage-pie-1156
68987,217,pizza-margherita-1157
238647,437,risotto-1158
238146,155,lasagna-1159
233614,366,carbonara-1160
278417,679,feijoada-1161
222994,412,moqueca-1162
51555,232,acaraje-1163
252483,624,pao-de-queijo-1164
122100,807,sushi-1165
273837,95,tempura-1166
161515,592,ramen-1167
280379,652,okonomiyaki-1168
128445,261,fish-and-chips-1169
181423,771,steak-and-ale-pie-1170
226555,91,bubble-and-squeak-1171
65592,180,cottage-pie-1172
205671,828,pizza-margherita-1173
217709,921,risotto-1174
146914,134,lasagna-1175
191135,765,carbonara-1176
248384,730,feijoada-1177
176048,599,moqueca-1178
223692,403,acaraje-1179
51323,353,pao-de-queijo-1180
146233,79,sushi-1181
221164,877,tempura-1182
126009,795,ramen-1183
244083,995,okonomiyaki-1184
207073,262,fish-and-chips-1185
136333,414,steak-and-ale-pie-1186
180497,740,bubble-and-squeak-1187
52013,921,cottage-pie-1188
9058,560,pizza-margherita-1189
249546,475,risotto-1190
85647,247,lasagna-1191
18539,914,carbonara-1192
172659,313,feijoada-1193
224703,918,moqueca-1194
12071,693,acaraje-1195
54182,140,pao-de-queijo-1196
283403,785,sushi-1197
55606,582,tempura-1198
88952,259,ramen-1199
179230,783,okonomiyaki-1200
48624,369,fish-and-chips-1201
22617,361,steak-and-ale-pie-1202
291714,964,bubble-and-squeak-1203
95909,11,cottage-pie-1204
129425,99,pizza-margherita-1205
67369,591,risotto-1206
96596,160,lasagna-1207
289247,630,carbonara-1208
9643,674,feijoada-1209
278642,476,moqueca-1210
280503,690,acaraje-1211
34071,783,pao-de-queijo-1212
213384,939,sushi-1213
29235,997,tempura-1214
113290,192,ramen-1215
28820,260,okonomiyaki-1216
38615,811,fish-and-chips-1217
27501,285,steak-and-ale-pie-1218
158269,172,bubble-and-squeak-1219
123305,453,cottage-pie-1220
209760,894,pizza-margherita-1221
62080,55,risotto-1222
220613,39,lasagna-1223
72392,832,carbonara-1224
200103,435,feijoada-1225
166339,181,moqueca-1226
196000,5,acaraje-1227
294635,474,pao-de-queijo-1228
71979,104,sushi-1229
110152,134,tempura-1230
53980,274,ramen-1231
216004,538,okonomiyaki-1232
95568,323,fish-and-chips-1233
169189,966,steak-and-ale-pie-1234
223003,516,bubble-and-squeak-1235
8948,259,cottage-pie-1236
261937,28,pizza-margherita-1237
81970,314,risotto-1238
242720,117,lasagna-1239
27490,122,carbonara-1240
78542,733,feijoada-1241
122518,328,moqueca-1242
207290,598,acaraje-1243
163694,204,pao-de-queijo-1244
280948,756,sushi-1245
92977,690,tempura-1246
144583,167,ramen-1247
92594,400,okonomiyaki-1248
296300,294,fish-and-chips-1249
150653,234,steak-and-ale-pie-1250
270733,33,bubble-and-squeak-1251
28678,529,cottage-pie-1252
104697,100,pizza-margherita-1253
116631,624,risotto-1254
65225,949,lasagna-1255
257642,205,carbonara-1256
210559,899,feijoada-1257
22170,128,moqueca-1258
110652,567,acaraje-1259
82801,955,pao-de-queijo-1260
9396,381,sushi-1261
218288,228,tempura-1262
213508,374,ramen-1263
187673,850,okonomiyaki-1264
115988,760,fish-and-chips-1265
244234,936,steak-and-ale-pie-1266
137494,514,bubble-and-squeak-1267
53136,500,cottage-pie-1268
157105,177,pizza-margherita-1269
212750,587,risotto-1270
45959,371,lasagna-1271
167109,838,carbonara-1272
216357,786,feijoada-1273
211271,623,moqueca-1274
42417,503,acaraje-1275
33205,687,pao-de-queijo-1276
202772,716,sushi-1277
117397,153,tempura-1278
20181,11,ramen-1279
173290,628,okonomiyaki-1280
195328,472,fish-and-chips-1281
271243,740,steak-and-ale-pie-1282
166689,107,bubble-and-squeak-1283
173467,675,cottage-pie-1284
60401,489,pizza-margherita-1285
285856,353,risotto-1286
218999,868,lasagna-1287
270633,407,carbonara-1288
7674,500,feijoada-1289
10998,145,moqueca-1290
200460,377,acaraje-1291
138471,859,pao-de-queijo-1292
29579,754,sushi-1293
159152,961,tempura-1294
18439,175,ramen-1295
34266,272,okonomiyaki-1296
12235,818,fish-and-chips-1297
297062,417,steak-and-ale-pie-1298
187836,695,bubble-and-squeak-1299
72170,141,cottage-pie-1300
237298,343,pizza-margherita-1301
275318,158,risotto-1302
211674,450,lasagna-1303
221891,724,carbonara-1304
220993,742,feijoada-1305
97998,456,moqueca-1306
33051,596,acaraje-1307
149797,62,pao-de-queijo-1308
27564,880,sushi-1309
86927,795,tempura-1310
5616,441,ramen-1311
12360,422,okonomiyaki-1312
196363,246,fish-and-chips-1313
112278,125,steak-and-ale-pie-1314
192689,259,bubble-and-squeak-1315
210333,19,cottage-pie-1316
43910,724,pizza-margherita-1317
129524,815,risotto-1318
124367,974,lasagna-1319
86671,990,carbonara-1320
82739,937,feijoada-1321
9073,322,moqueca-1322
87921,313,acaraje-1323
294419,486,pao-de-queijo-1324
286614,529,sushi-1325
165348,116,tempura-1326
113501,964,ramen-1327
98693,28,okonomiyaki-1328
134109,322,fish-and-chips-1329
222756,74,steak-and-ale-pie-1330
259084,450,bubble-and-squeak-1331
282328,99,cottage-pie-1332
123901,541,pizza-margherita-1333
235820,41,risotto-1334
225238,837,lasagna-1335
132838,768,carbonara-1336
163421,379,feijoada-1337
185470,641,moqueca-1338
83397,425,acaraje-1339
261206,641,pao-de-queijo-1340
142471,991,sushi-1341
137870,614,tempura-1342
100834,646,ramen-1343
237232,594,okonomiyaki-1344
129997,193,fish-and-chips-1345
268975,537,steak-and-ale-pie-1346
56610,427,bubble-and-squeak-1347
278218,834,cottage-pie-1348
5328,522,pizza-margherita-1349
78543,743,risotto-1350
232118,305,lasagna-1351
180951,683,carbonara-1352
184132,508,feijoada-1353
81393,468,moqueca-1354
72415,176,acaraje-1355
97948,301,pao-de-queijo-1356
139727,470,sushi-1357
275726,184,tempura-1358
112036,618,ramen-1359
232092,60,okonomiyaki-1360
180868,96,fish-and-chips-1361
68519,490,steak-and-ale-pie-1362
249134,654,bubble-and-squeak-1363
123897,785,cottage-pie-1364
82412,797,pizza-margherita-1365
72558,346,risotto-1366
134928,724,lasagna-1367
125647,165,carbonara-1368
280935,309,feijoada-1369
180814,920,moqueca-1370
84892,696,acaraje-1371
64892,965,pao-de-queijo-1372
41984,676,sushi-1373
266731,490,tempura-1374
293649,126,ramen-1375
183900,629,okonomiyaki-1376
37348,197,fish-and-chips-1377
177595,924,steak-and-ale-pie-1378
43747,705,bubble-and-squeak-1379
296447,600,cottage-pie-1380
207840,920,pizza-margherita-1381
54387,385,risotto-1382
225708,280,lasagna-1383
195752,50,carbonara-1384
224768,890,feijoada-1385
20030,556,moqueca-1386
282272,822,acaraje-1387
21036,485,pao-de-queijo-1388
53587,682,sushi-1389
50691,989,tempura-1390
14922,82,ramen-1391
59968,382,okonomiyaki-1392
54068,231,fish-and-chips-1393
62562,181,steak-and-ale-pie-1394
181651,588,bubble-and-squeak-1395
299695,505,cottage-pie-1396
285899,67,pizza-margherita-1397
52666,379,risotto-1398
218059,31,lasagna-1399
287102,281,carbonara-1400
169487,891,feijoada-1401
278303,220,moqueca-1402
141285,298,acaraje-1403
141193,709,pao-de-queijo-1404
36281,405,sushi-1405
11914,427,tempura-1406
236213,832,ramen-1407
138152,635,okonomiyaki-1408
220082,509,fish-and-chips-1409
119215,98,steak-and-ale-pie-1410
75352,380,bubble-and-squeak-1411
282313,314,cottage-pie-1412
166241,792,pizza-margherita-1413
291354,662,risotto-1414
184069,898,lasagna-1415
256519,562,carbonara-1416
67557,323,feijoada-1417
47827,416,moqueca-1418
277434,831,acaraje-1419
244071,921,pao-de-queijo-1420
105200,151,sushi-1421
108589,945,tempura-1422
84307,287,ramen-1423
152756,293,okonomiyaki-1424
270941,967,fish-and-chips-1425
213474,550,steak-and-ale-pie-1426
142237,879,bubble-and-squeak-1427
26079,388,cottage-pie-1428
94208,712,pizza-margherita-1429
7658,182,risotto-1430
69186,473,lasagna-1431
244305,347,carbonara-1432
185487,232,feijoada-1433
89676,519,moqueca-1434
19095,21,acaraje-1435
8310,458,pao-de-queijo-1436
95635,755,sushi-1437
243704,359,tempura-1438
159781,529,ramen-1439
201579,977,okonomiyaki-1440
42384,315,fish-and-chips-1441
54965,872,steak-and-ale-pie-1442
279404,762,bubble-and-squeak-1443
256367,625,cottage-pie-1444
189369,935,pizza-margherita-1445
275172,484,risotto-1446
286431,839,lasagna-1447
28949,189,carbonara-1448
236966,893,feijoada-1449
189633,981,moqueca-1450
231952,606,acaraje-1451
129952,905,pao-de-queijo-1452
69409,356,sushi-1453
181267,169,tempura-1454
268995,146,ramen-1455
286245,275,okonomiyaki-1456
7353,30,fish-and-chips-1457
11682,658,steak-and-ale-pie-1458
52677,459,bubble-and-squeak-1459
6005,293,cottage-pie-1460
229264,367,pizza-margherita-1461
20397,18,risotto-1462
57833,600,lasagna-1463
142829,578,carbonara-1464
39677,894,feijoada-1465
275776,840,moqueca-1466
168059,436,acaraje-1467
72505,416,pao-de-queijo-1468
283128,219,sushi-1469
59133,454,tempura-1470
162928,769,ramen-1471
207332,811,okonomiyaki-1472
160044,376,fish-and-chips-1473
96327,944,steak-and-ale-pie-1474
59847,965,bubble-and-squeak-1475
225576,337,cottage-pie-1476
158939,855,pizza-margherita-1477
177342,667,risotto-1478
187125,686,lasagna-1479
107531,316,carbonara-1480
258282,327,feijoada-1481
238273,776,moqueca-1482
67781,174,acaraje-1483
258035,635,pao-de-queijo-1484
246700,901,sushi-1485
194782,785,tempura-1486
40393,444,ramen-1487
245063,765,okonomiyaki-1488
190514,59,fish-and-chips-1489
30913,170,steak-and-ale-pie-1490
190097,939,bubble-and-squeak-1491
159553,502,cottage-pie-1492
198333,594,pizza-margherita-1493
36904,624,risotto-1494
40407,500,lasagna-1495
36453,688,carbonara-1496
262678,470,feijoada-1497
90784,905,moqueca-1498
19693,571,acaraje-1499
166771,29,pao-de-queijo-1500
85230,381,sushi-1501
267670,99,tempura-1502
23312,514,ramen-1503
120980,228,okonomiyaki-1504
122129,960,fish-and-chips-1505
153468,813,steak-and-ale-pie-1506
153542,762,bubble-and-squeak-1507
6842,432,cottage-pie-1508
109255,716,pizza-margherita-1509
90425,571,risotto-1510
218995,844,lasagna-1511
229229,762,carbonara-1512
202307,418,feijoada-1513
147464,174,moqueca-1514
184198,972,acaraje-1515
243528,481,pao-de-queijo-1516
271218,899,sushi-1517
22344,301,tempura-1518
252364,131,ramen-1519
260952,884,okonomiyaki-1520
282784,623,fish-and-chips-1521
27432,429,steak-and-ale-pie-1522
135699,482,bubble-and-squeak-1523
96537,739,cottage-pie-1524
170776,263,pizza-margherita-1525
25036,12,risotto-1526
194567,310,lasagna-1527
28906,813,carbonara-1528
39211,153,feijoada-1529
192594,979,moqueca-1530
32451,578,acaraje-1531
276134,482,pao-de-queijo-1532
290725,602,sushi-1533
180748,460,tempura-1534
257098,619,ramen-1535
132086,572,okonomiyaki-1536
29619,762,fish-and-chips-1537
21100,230,steak-and-ale-pie-1538
222844,272,bubble-and-squeak-1539
214344,19,cottage-pie-1540
167233,449,pizza-margherita-1541
82753,324,risotto-1542
276933,993,lasagna-1543
47585,509,carbonara-1544
159183,368,feijoada-1545
245628,350,moqueca-1546
180422,532,acaraje-1547
172753,170,pao-de-queijo-1548
260607,286,sushi-1549
20801,176,tempura-1550
174130,271,ramen-1551
209460,84,okonomiyaki-1552
133926,942,fish-and-chips-1553
75564,841,steak-and-ale-pie-1554
44934,108,bubble-and-squeak-1555
48210,988,cottage-pie-1556
231144,46,pizza-margherita-1557
18073,417,risotto-1558
76674,534,lasagna-1559
105481,712,carbonara-1560
137877,311,feijoada-1561
169656,177,moqueca-1562
17103,37,acaraje-1563
120856,126,pao-de-queijo-1564
165389,578,sushi-1565
290777,387,tempura-1566
285665,23,ramen-1567
203674,139,okonomiyaki-1568
258607,47,fish-and-chips-1569
210621,250,steak-and-ale-pie-1570
258828,460,bubble-and-squeak-1571
228211,713,cottage-pie-1572
161569,887,pizza-margherita-1573
245472,708,risotto-1574
186742,440,lasagna-1575
222597,367,carbonara-1576
276104,440,feijoada-1577
189335,805,moqueca-1578
189763,20,acaraje-1579
70644,902,pao-de-queijo-1580
138414,879,sushi-1581
190991,816,tempura-1582
289817,816,ramen-1583
144817,109,okonomiyaki-1584
99962,774,fish-and-chips-1585
161240,954,steak-and-ale-pie-1586
172396,430,bubble-and-squeak-1587
105859,132,cottage-pie-1588
6931,84,pizza-margherita-1589
40917,387,risotto-1590
173542,827,lasagna-1591
120266,660,carbonara-1592
278213,547,feijoada-1593
215219,985,moqueca-1594
42678,185,acaraje-1595
268702,206,pao-de-queijo-1596
49542,985,sushi-1597
84233,57,tempura-1598
276290,808,ramen-1599
79797,501,okonomiyaki-1600
28817,934,fish-and-chips-1601
246480,137,steak-and-ale-pie-1602
207402,388,bubble-and-squeak-1603
238467,2,cottage-pie-1604
210651,613,pizza-margherita-1605
294161,624,risotto-1606
140884,453,lasagna-1607
212525,702,carbonara-1608
4130,843,feijoada-1609
46821,111,moqueca-1610
201380,109,acaraje-1611
37238,648,pao-de-queijo-1612
260469,394,sushi-1613
281057,103,tempura-1614
38153,129,ramen-1615
272218,155,okonomiyaki-1616
109228,906,fish-and-chips-1617
228619,217,steak-and-ale-pie-1618
135563,258,bubble-and-squeak-1619
137454,166,cottage-pie-1620
48564,390,pizza-margherita-1621
172703,512,risotto-1622
164236,207,lasagna-1623
286209,216,carbonara-1624
170968,622,feijoada-1625
122179,996,moqueca-1626
113471,528,acaraje-1627
40379,148,pao-de-queijo-1628
193797,968,sushi-1629
38108,894,tempura-1630
28789,309,ramen-1631
78284,363,okonomiyaki-1632
124232,269,fish-and-chips-1633
162571,618,steak-and-ale-pie-1634
144167,581,bubble-and-squeak-1635
96537,123,cottage-pie-1636
94426,471,pizza-margherita-1637
203136,47,risotto-1638
51424,35,lasagna-1639
193669,759,carbonara-1640
130272,26,feijoada-1641
287885,333,moqueca-1642
218007,450,acaraje-1643
152174,534,pao-de-queijo-1644
134987,461,sushi-1645
23208,675,tempura-1646
164009,527,ramen-1647
222753,464,okonomiyaki-1648
255084,806,fish-and-chips-1649
123377,936,steak-and-ale-pie-1650
258304,101,bubble-and-squeak-1651
167858,932,cottage-pie-1652
86250,291,pizza-margherita-1653
203481,738,risotto-1654
201853,237,lasagna-1655
69032,639,carbonara-1656
240835,692,feijoada-1657
58396,152,moqueca-1658
280482,369,acaraje-1659
50208,659,pao-de-queijo-1660
286922,878,sushi-1661
254532,77,tempura-1662
273601,625,ramen-1663
63672,452,okonomiyaki-1664
88560,839,fish-and-chips-1665
139753,635,steak-and-ale-pie-1666
1250,786,bubble-and-squeak-1667
116140,567,cottage-pie-1668
151119,860,pizza-margherita-1669
208787,772,risotto-1670
43646,816,lasagna-1671
124867,459,carbonara-1672
155662,249,feijoada-1673
190039,437,moqueca-1674
63754,117,acaraje-1675
278757,887,pao-de-queijo-1676
116604,149,sushi-1677
211934,461,tempura-1678
212940,915,ramen-1679
33558,134,okonomiyaki-1680
195560,905,fish-and-chips-1681
156108,191,steak-and-ale-pie-1682
30659,143,bubble-and-squeak-1683
266582,129,cottage-pie-1684
228303,733,pizza-margherita-1685
224140,289,risotto-1686
161080,861,lasagna-1687
203765,55,carbonara-1688
132065,394,feijoada-1689
298335,615,moqueca-1690
255950,407,acaraje-1691
117892,154,pao-de-queijo-1692
220419,540,sushi-1693
19826,367,tempura-1694
49901,474,ramen-1695
200501,87,okonomiyaki-1696
256579,56,fish-and-chips-1697
246057,903,steak-and-ale-pie-1698
208182,917,bubble-and-squeak-1699
79352,461,cottage-pie-1700
196000,816,pizza-margherita-1701
55568,538,risotto-1702
92231,904,lasagna-1703
86568,437,carbonara-1704
36413,44,feijoada-1705
168212,442,moqueca-1706
233829,282,acaraje-1707
176628,967,pao-de-queijo-1708
141210,812,sushi-1709
230879,289,tempura-1710
243550,325,ramen-1711
31391,24,okonomiyaki-1712
76112,527,fish-and-chips-1713
68352,47,steak-and-ale-pie-1714
53899,571,bubble-and-squeak-1715
186123,438,cottage-pie-1716
152463,342,pizza-margherita-1717
270482,310,risotto-1718
53571,476,lasagna-1719
127600,914,carbonara-1720
59025,540,feijoada-1721
122047,844,moqueca-1722
140252,937,acaraje-1723
25320,378,pao-de-queijo-1724
6165,436,sushi-1725
71258,993,tempura-1726
108654,944,ramen-1727
131923,192,okonomiyaki-1728
278453,47,fish-and-chips-1729
152574,415,steak-and-ale-pie-1730
105560,714,bubble-and-squeak-1731
134059,547,cottage-pie-1732
277137,720,pizza-margherita-1733
86224,882,risotto-1734
137010,849,lasagna-1735
260755,522,carbonara-1736
71733,67,feijoada-1737
77979,976,moqueca-1738
53951,427,acaraje-1739
155069,945,pao-de-queijo-1740
87433,968,sushi-1741
96231,97,tempura-1742
242667,317,ramen-1743
118646,453,okonomiyaki-1744
37398,118,fish-and-chips-1745
166210,971,steak-and-ale-pie-1746
118419,410,bubble-and-squeak-1747
219396,952,cottage-pie-1748
236537,91,pizza-margherita-1749
158841,83,risotto-1750
26986,544,lasagna-1751
164932,704,carbonara-1752
233864,39,feijoada-1753
159170,645,moqueca-1754
70145,452,acaraje-1755
262572,211,pao-de-queijo-1756
263551,266,sushi-1757
279285,401,tempura-1758
145278,768,ramen-1759
98509,935,okonomiyaki-1760
45959,606,fish-and-chips-1761
43445,12,steak-and-ale-pie-1762
132027,867,bubble-and-squeak-1763
216605,103,cottage-pie-1764
268920,794,pizza-margherita-1765
223964,653,risotto-1766
228475,90,lasagna-1767
77994,842,carbonara-1768
117557,111,feijoada-1769
206918,704,moqueca-1770
227174,886,acaraje-1771
149614,510,pao-de-queijo-1772
62875,724,sushi-1773
102775,810,tempura-1774
32510,518,ramen-1775
64261,874,okonomiyaki-1776
231396,634,fish-and-chips-1777
257607,674,steak-and-ale-pie-1778
103724,730,bubble-and-squeak-1779
157847,769,cottage-pie-1780
182340,334,pizza-margherita-1781
149291,355,risotto-1782
83989,75,lasagna-1783
127873,81,carbonara-1784
60783,388,feijoada-1785
242188,708,moqueca-1786
274314,416,acaraje-1787
60432,23,pao-de-queijo-1788
14362,191,sushi-1789
67393,527,tempura-1790
67720,656,ramen-1791
227315,242,okonomiyaki-1792
146764,478,fish-and-chips-1793
62363,417,steak-and-ale-pie-1794
222950,751,bubble-and-squeak-1795
222257,235,cottage-pie-1796
75698,847,pizza-margherita-1797
156797,564,risotto-1798
139632,213,lasagna-1799
220695,273,carbonara-1800
159826,786,feijoada-1801
187145,766,moqueca-1802
33537,990,acaraje-1803
111995,597,pao-de-queijo-1804
248131,774,sushi-1805
209419,99,tempura-1806
103672,650,ramen-1807
84919,200,okonomiyaki-1808
255273,343,fish-and-chips-1809
36531,881,steak-and-ale-pie-1810
41309,662,bubble-and-squeak-1811
105237,277,cottage-pie-1812
84918,729,pizza-margherita-1813
280275,14,risotto-1814
19434,701,lasagna-1815
17937,454,carbonara-1816
113659,324,feijoada-1817
23652,559,moqueca-1818
106052,318,acaraje-1819
194601,996,pao-de-queijo-1820
235380,4,sushi-1821
116846,610,tempura-1822
76624,207,ramen-1823
146035,853,okonomiyaki-1824
233362,257,fish-and-chips-1825
9464,684,steak-and-ale-pie-1826
297463,325,bubble-and-squeak-1827
69022,57,cottage-pie-1828
209112,534,pizza-margherita-1829
15246,964,risotto-1830
124193,776,lasagna-1831
234934,304,carbonara-1832
200543,181,feijoada-1833
122391,159,moqueca-1834
128700,737,acaraje-1835
192246,287,pao-de-queijo-1836
249783,948,sushi-1837
77204,85,tempura-1838
43855,110,ramen-1839
277784,504,okonomiyaki-1840
77452,601,fish-and-chips-1841
55931,458,steak-and-ale-pie-1842
14153,928,bubble-and-squeak-1843
207195,502,cottage-pie-1844
264239,587,pizza-margherita-1845
254084,925,risotto-1846
78100,529,lasagna-1847
171315,252,carbonara-1848
7757,317,feijoada-1849
104100,305,moqueca-1850
263111,557,acaraje-1851
150835,527,pao-de-queijo-1852
200423,543,sushi-1853
43154,305,tempura-1854
21675,573,ramen-1855
152941,508,okonomiyaki-1856
261403,248,fish-and-chips-1857
125488,942,steak-and-ale-pie-1858
263015,741,bubble-and-squeak-1859
239278,112,cottage-pie-1860
38078,658,pizza-margherita-1861
33081,281,risotto-1862
182991,908,lasagna-1863
56824,846,carbonara-1864
83706,559,feijoada-1865
84468,882,moqueca-1866
114399,567,acaraje-1867
138463,507,pao-de-queijo-1868
82742,812,sushi-1869
270316,653,tempura-1870
282446,594,ramen-1871
185827,442,okonomiyaki-1872
208925,37,fish-and-chips-1873
6458,125,steak-and-ale-pie-1874
45380,566,bubble-and-squeak-1875
122499,482,cottage-pie-1876
76889,342,pizza-margherita-1877
99241,376,risotto-1878
249192,38,lasagna-1879
198853,531,carbonara-1880
59822,334,feijoada-1881
58996,484,moqueca-1882
280736,818,acaraje-1883
268315,472,pao-de-queijo-1884
131460,248,sushi-1885
224287,771,tempura-1886
107823,910,ramen-1887
59831,359,okonomiyaki-1888
71969,161,fish-and-chips-1889
56721,185,steak-and-ale-pie-1890
203646,44,bubble-and-squeak-1891
99723,483,cottage-pie-1892
218969,608,pizza-margherita-1893
19623,278,risotto-1894
84781,550,lasagna-1895
148473,154,carbonara-1896
80630,638,feijoada-1897
238241,347,moqueca-1898
41861,412,acaraje-1899
33606,249,pao-de-queijo-1900
139796,389,sushi-1901
12069,549,tempura-1902
274926,179,ramen-1903
201485,140,okonomiyaki-1904
51993,992,fish-and-chips-1905
18455,327,steak-and-ale-pie-1906
250701,550,bubble-and-squeak-1907
158569,939,cottage-pie-1908
133483,42,pizza-margherita-1909
133369,694,risotto-1910
245896,77,lasagna-1911
1349,593,carbonara-1912
10748,878,feijoada-1913
244770,268,moqueca-1914
212318,279,acaraje-1915
203598,511,pao-de-queijo-1916
189436,918,sushi-1917
283529,422,tempura-1918
80582,21,ramen-1919
174800,688,okonomiyaki-1920
78745,349,fish-and-chips-1921
284453,891,steak-and-ale-pie-1922
187194,150,bubble-and-squeak-1923
210345,803,cottage-pie-1924
213411,678,pizza-margherita-1925
231201,34,risotto-1926
93377,214,lasagna-1927
271276,912,carbonara-1928
133673,71,feijoada-1929
148889,738,moqueca-1930
106546,261,acaraje-1931
278758,364,pao-de-queijo-1932
9481,517,sushi-1933
258187,484,tempura-1934
193760,956,ramen-1935
238740,636,okonomiyaki-1936
226720,826,fish-and-chips-1937
62004,339,steak-and-ale-pie-1938
78850,644,bubble-and-squeak-1939
27705,515,cottage-pie-1940
143946,452,pizza-margherita-1941
109659,194,risotto-1942
7352,565,lasagna-1943
38496,472,carbonara-1944
75650,661,feijoada-1945
20394,248,moqueca-1946
241690,834,acaraje-1947
270964,249,pao-de-queijo-1948
258856,592,sushi-1949
283457,508,tempura-1950
104918,941,ramen-1951
85563,157,okonomiyaki-1952
67583,411,fish-and-chips-1953
120418,643,steak-and-ale-pie-1954
238993,829,bubble-and-squeak-1955
294672,527,cottage-pie-1956
117661,291,pizza-margherita-1957
225064,276,risotto-1958
208660,612,lasagna-1959
196676,459,carbonara-1960
86943,263,feijoada-1961
136261,913,moqueca-1962
22116,734,acaraje-1963
199963,976,pao-de-queijo-1964
138863,573,sushi-1965
180970,544,tempura-1966
213506,941,ramen-1967
48913,790,okonomiyaki-1968
247515,144,fish-and-chips-1969
20127,900,steak-and-ale-pie-1970
192382,885,bubble-and-squeak-1971
114013,828,cottage-pie-1972
274967,690,pizza-margherita-1973
16295,970,risotto-1974
95462,512,lasagna-1975
172318,543,carbonara-1976
152813,754,feijoada-1977
236708,714,moqueca-1978
99055,547,acaraje-1979
147030,222,pao-de-queijo-1980
81481,28,sushi-1981
230214,90,tempura-1982
74715,931,ramen-1983
245213,530,okonomiyaki-1984
81025,162,fish-and-chips-1985
283932,346,steak-and-ale-pie-1986
63179,453,bubble-and-squeak-1987
175331,942,cottage-pie-1988
116007,689,pizza-margherita-1989
126179,998,risotto-1990
174772,426,lasagna-1991
165660,319,carbonara-1992
235758,205,feijoada-1993
169833,434,moqueca-1994
149195,86,acaraje-1995
62039,12,pao-de-queijo-1996
216960,362,sushi-1997
242218,319,tempura-1998
201371,847,ramen-1999
83136,766,okonomiyaki-2000
91235,675,fish-and-chips-2001
88082,94,steak-and-ale-pie-2002
45556,176,bubble-and-squeak-2003
256517,267,cottage-pie-2004
296214,519,pizza-margherita-2005
272033,960,risotto-2006
121732,219,lasagna-2007
143582,500,carbonara-2008
238549,760,feijoada-2009
124886,355,moqueca-2010
289924,75,acaraje-2011
252169,945,pao-de-queijo-2012
105631,677,sushi-2013
120557,373,tempura-2014
